Id,Nombre,Institucion,Evento,Ciudad,Lugar,Formato,Fecha,Fecha.inicio,Fecha.fin,anio,Tipo,Cantidad,Rol,Links,observation
7010,Lessons for designing scalable and maintainable Shiny apps,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,65,Organizer,https://user2022.r-project.org/program/tutorials/#lessons-for-designing-scalable-and-maintainable-shiny-apps,
,Lo que todo el mundo en Ciencia de Datos debe saber sobre enseñar y aprender,WIDS,Women In Data Science 2022 – Buenos Aires /FIUBA,,Argentina,Online,12/05/2022,12/5/2022,,2022,Invited Talk,80,Speaker,,
,Logrando el cambio que queremos de a una conferencia a la vez | Achieving the change we want one conference at a time,The Carpentries,CarpentryCon 2022,,Global,Online,01/08/2022,1/8/2022,,2022,Keynote,100,Speaker,,
7014,Machine learning with tidymodels,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,40,Organizer,https://user2022.r-project.org/program/tutorials/#machine-learning-with-tidymodels,
568,Mentoring & training program for Scientific Open Source Champions,rOpenSci,Champions Program,,Global,Online,24/10/2022,24/10/2022,,2022,Community Call,45,Speaker,https://ropensci.org/commcalls/oct2022-champions/,
5803,Panel de GitHub Stars de habla hispana,GitHub,Octogatos 2022,,Global,Online,15/09/2022,15/9/2022,,2022,Panel,1000,Speaker,https://sessionize.com/octogatosconf22,
7007,Programación de scripts en R para el procesamiento de QGIS,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,10,Organizer,https://user2022.r-project.org/program/tutorials/#programaci%C3%B3n-de-scripts-en-r-para-el-procesamiento-de-qgis,
7016,Regression modeling strategies,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,61,Organizer,https://user2022.r-project.org/program/tutorials/#regression-modeling-strategies,
28,rOpenSci: infraestructura para una ciencia abierta en Agrometeorología,,Reunión Argentina de Agrometerología 2022,,Latin America,Online,30/09/2022,30/9/2022,,2022,Keynote,500,Speaker,https://yabellini.netlify.app/talk/keynote_rada_2022/,
,rOpenSci. Bringing the best parts of academic peer-review to research software,AGU,Notebook Now!,,Global,Hybrid,04/11/2022,4/11/2022,,2022,Invited Talk,50,Speaker,,
29,rOpenSci. Ciencia abierta reproducible,INTA,,,Argentina,Online,02/12/2022,2/12/2022,,2022,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/ropensci_pae_inta_2022/,
,rOpenSci. Open Source Software Community,Abuja RUG Meetup,,,Africa,Online,18/10/2022,18/10/2022,,2022,Invited Talk,34,Speaker,,
,rOpenSci.Convertite en una campeona del desarrollo de paquetes de R,RenBaires,,,Latin America,Online,09/08/2022,9/8/2022,,2022,Invited Talk,25,Speaker,,
7009,RStudio in the Amazon EC2 Cloud: A total beginner’s guide,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,12,Organizer,https://user2022.r-project.org/program/tutorials/#rstudio-in-the-amazon-ec2-cloud-a-total-beginner-s-guide,
7701,Sistema de consulta de datos e información agrometeorológica y agroclimática para la provincia de La Pampa,LatinR,LatinR 2022,,Latin America,Online,13/10/2022,13/10/2022,,2022,Regular Talk,900,Speaker,https://yabellini.netlify.app/talk/2022_latinr_shiny_agromet/,
1234,Taller learnr,R-Ladies,Meetup R-Ladies Buenos Aires,,Argentina,Online,2022-03-10,10/3/2022,,2022,Talk,,Speaker,https://yabellini.netlify.app/courses/tutorialesinteractivos_intro/,
5801,Teaching with R,rOpenSci,Coworking session,,Global,Online,septiembre 2022,,,2022,Coworking,15,Organizer,https://ropensci.org/events/coworking-2022-09/,
30,Towards More Equitable Open Science Events: Assessing Tools Techniques and Frameworks for Inclusion/Exclusions,CS&S,Event Fund Seminar Series for grantees and CS&S affiliates,,Global,Online,09/08/2022,9/8/2022,,2022,Invited Talk,23,Speaker,https://yabellini.netlify.app/talk/2022_css/,
444,Un palenque pa ́l granizo: una arquitectura flexible para manejo de grandes volúmenes de datos para el agro.,SADIO,AGRANDA 2022,,Latin America,Online,25/10/2022,25/10/2022,,2022,Keynote,100,Speaker,,
31,useR! 2022. The R Global Conference.,R Foundation-Vanderbilt University,,,Global,Online,20 al 23 de Junio de 2022,20/6/2022,23/6/2022,2022,Conference,1500,Chair,https://user2022.r-project.org/,
32,Visualización,UNAB,,,Argentina,Online,Agosto-Diciembre,,,2022,Course,25,Teacher,,
132,Visualización,UNAB,,,Argentina,Online,Marzo-Julio,,,2022,Course,30,Teacher,,
7017,Visualizaciones efectivas con ggplot2: más allá de las opciones por defecto,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,12,Organizer,https://user2022.r-project.org/program/tutorials/#visualizaciones-efectivas-con-ggplot2-m%C3%A1s-all%C3%A1-de-las-opciones-por-defecto,
7710,What Everyone In Data Science Should Know About Teaching And Learning,,,,Brasil,Online,16/03/2022,16/3/2022,,2022,Keynote,100,Speaker,,
569,{targets} in Action,rOpenSci,,,Global,Online,31/01/2023,31/1/2023,,2023,Community Call,90,Organizer,https://ropensci.org/commcalls/jan2023-targets/,
9999,LatinR 2023 <- Conferencia Latinoamericana de R en Investigación y Desarrollo,LatinR,LatinR 2023,Montevideo,Uruguay,In person,19/10/2023,19/10/2023,,2023,Conference,300,Chair,https://2023.latinr.org,
570,A Journey through Arrow in R,rOpenSci,,,Global,Online,28/06/2023,28/6/2023,,2023,Community Call,60,Organizer,https://ropensci.org/commcalls/jun2023-arrow/,
9998,Análisis de colaboración en comunidades por medio de analisis de redes sociales,LatinR,LatinR 2023,Montevideo,Uruguay,In person,19/10/2023,19/10/2023,,2023,Regular Talk,300,Speaker,,
445,Building the rOpenSci Community of Practice,Tampa Bay Estuary Program,,,USA,Online,02/08/2023,2/8/2023,,2023,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2023_tbep/,
446,Campeonas del software libre para ciencia,R-Ladies,R-Ladies Santa Rosa y Buenos Aires,,Argentina,Online,08/08/2023,8/8/2023,,2023,Invited Talk,15,Speaker,,
447,Causal Inference,posit,PositConf 2023,,Global,In person,19 y 20 Septiembre de 2023,19/9/2023,20/9/2023,2023,Course,60,Teacher Assistant,,
450,Celebración del 25 Aniversario,The Carpentries,The Carpentries 25 aniversario,,Latin America,Online,30/10/2023,30/10/2023,,2023,Panel,100,Speaker,https://yabellini.netlify.app/talk/2023-10-30-thecarpentries25/,
345,"Charla abierta con Thomas Dohmke, CEO de GitHub",Microsoft Argentina,,Buenos Aires,Argentina,In person,08/05/2023,8/5/2023,,2023,Panel,400,Speaker,https://yabellini.netlify.app/talk/2023_github/,
33,Charla Sponsor: R Consortium,LatinR,LatinR 2023,Montevideo,Uruguay,In person,20/10/2023,20/10/2023,,2023,Sponsor Talk,300,Speaker,https://yabellini.netlify.app/talk/2023_latinr_rconsortium/,
444,Cohort meeting - champions program 2022-2023,rOpenSci,Champions Program,,Global,Online,19/06/2023,19/6/2023,,2023,Course,10,Organizer,,
444,Cohort meeting - champions program 2022-2023,rOpenSci,Champions Program,,Global,Online,27/06/2023,27/6/2023,,2023,Course,10,Organizer,,
44,Cohort meeting - champions program 2022-2023,rOpenSci,Champions Program,,Global,Online,23/08/2023,23/8/2023,,2023,Course,10,Organizer,,
44,Cohort meeting - champions program 2022-2023,rOpenSci,Champions Program,,Global,Online,31/08/2023,31/8/2023,,2023,Course,10,Organizer,,
44,Cohort meeting - champions program 2022-2023,rOpenSci,Champions Program,,Global,Online,24/11/2023,24/11/2023,,2023,Course,15,Organizer,,
,"CSV,Conf","CSV,Conf","CSV,Conf",,Global,Online,2023-04-17,17/4/2023,,2023,Event Organization,,Organizer,https://csvconf.com/,
1234,Desde las hojas de cálculo a R,Software Sustainability Institute,,,Global,Online,28/6/2023,28/6/2023,,2023,Course,30,Teacher,https://www.eventbrite.co.uk/e/desde-las-hojas-de-calculo-a-r-tickets-628425626967?aff=oddtdtcreator,
34,Developing software together,rOpenSci,Champions Program,,Global,Online,19/05/2023,19/5/2023,,2023,Course,20,Teacher,https://ropensci.org/events/2023-05-19-developing-software-together/,
35,"Dinosaurs, Pirates, Spaceships",Embedded podcast,,,USA,Online,30/11/2023,30/11/2023,,2023,Podcast,1000,Speaker,https://yabellini.netlify.app/talk/2023_embedded_podcast/,
,Enseñar Tecnología en Comunidad,,,,Global,Online,2023-06-19,19/6/2023,,2023,Event Organization,,Organizer,https://yabellini.netlify.app/courses/t3es/,
36,How rOpenSci performs peer review,rOpenSci,Champions Program,,Global,Online,04/04/2023,4/4/2023,,2023,Course,20,Organizer,https://ropensci.org/events/2023-04-04-how-ropensci-review/,
37,How to contribute to base R,rOpenSci,Champions Program,,Global,Online,18/05/2023,18/5/2023,,2023,Course,20,Organizer,https://ropensci.org/events/2023-05-18-how-to-contribute-base-r/,
38,Kickoff meeting for champions and mentors,rOpenSci,Champions Program,,Global,Online,24/01/2023,24/1/2023,,2023,Course,10,Organizer,,
138,Kickoff meeting for champions and mentors,rOpenSci,Champions Program,,Global,Online,27/01/2023,27/1/2023,,2023,Course,10,Organizer,,
39,Let’s Talk Community with Yanina Belline Saibene,Data Umbrella,,,Global,Online,04/08/2023,4/8/2023,,2023,Podcast,83,Speaker,https://yabellini.netlify.app/talk/2023_dataumbrella/,
,Making a PACT for engaging virtual meetings and events,rOpenSci,Champions Program,,Global,Online,15/02/2023,15/2/2023,,2023,Course,10,Organizer,,
571,Mentoring & training program for Scientific Open Source Champions,rOpenSci,Champions Program,,Global,Online,25/07/2023,25/7/2023,,2023,Community Call,30,Organizer,https://ropensci.org/commcalls/july2023-championprogram/,
,Multilingual Publishing,Bioconductor,,,Global,Online,09/02/2023,9/2/2023,,2023,Invited Talk,25,Speaker,https://yabellini.netlify.app/talk/2023_bioconductor/,
572,Multilingual Publishing,rOpenSci,,,Global,Online,21/11/2023,21/11/2023,,2023,Community Call,20,Organizer,https://ropensci.org/commcalls/nov2023-multilenguaje/,
,Nerdearla,,Nerdearla,,Global,Hybrid,2023-07-31,31/7/2023,,2023,Event Organization,,Organizer,https://nerdear.la/,
,Organizing Community Calls using GitHub,CSCCE,Open-Source Tools Trial Recap,,Global,Online,30/08/2023,30/8/2023,,2023,Invited Talk,80,Speaker,https://yabellini.netlify.app/talk/2023_github_cscce/,
40,Package Development: Not Rocket Science,rOpenSci,Champions Program,,Global,Online,23/03/2023,23/3/2023,,2023,Course,20,Teacher Assistant,https://ropensci.org/events/2023-03-23-pkg-dev-not-rocket-science-champions/,
41,Package Development: the Mechanics,rOpenSci,Champions Program,,Global,Online,14/03/2023,14/3/2023,,2023,Course,20,Teacher Assistant,https://ropensci.org/events/2023-03-14-pkg-dev-mechanics-champions/,
,Programming for Science,OLS,OLS-7,,Global,Online,10/05/2023,10/5/2023,,2023,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2023_ols/,
573,Proyecto Multilingüe,rOpenSci,,,Global,Online,23/11/2023,23/11/2023,,2023,Community Call,20,Organizer,https://ropensci.org/commcalls/nov2023-multilingual/,
574,R in Government,rOpenSci,,,Global,Online,31/10/2023,31/10/2023,,2023,Community Call,60,Organizer,https://ropensci.org/commcalls/oct2023-government/,
,rOpenSci Champions Program. A mentoring & training program for Scientific Open Source Champions,EuroBioImaging,,,Europe,Online,16/02/2023,16/2/2023,,2023,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2023_eurobioimaging/,
12,Mentorship Training and Orientation,rOpenSci,Champions Program,,Global,Online,2023-02-21,21/2/2023,,2023,Course,10,Teacher,https://ropensci.org/events/2023-03-01-mentor-orientation/,
,rOpenSci Mentoring & training program for Scientific Open Source Champions. Kickoff meeting 1.,rOpenSci,Champions Program,,Global,Online,27/01/2023,27/1/2023,,2023,Regular Talk,10,Speaker,https://yabellini.netlify.app/talk/2023_kickoff_meting_1/,
,rOpenSci Mentoring & training program for Scientific Open Source Champions. Kickoff Meeting 2,rOpenSci,Champions Program,,Global,Online,24/01/2023,24/1/2023,,2023,Regular Talk,10,Speaker,https://yabellini.netlify.app/talk/2023_kickoff_meting_2/,
42,rOpenSci Mentoring & training program for Scientific Open Source Champions - mentors 1,rOpenSci,Champions Program,,Global,Online,04/12/2023,4/12/2023,,2023,Regular Talk,2,Speaker,,
,rOpenSci Mentoring & training program for Scientific Open Source Champions - mentors 2,rOpenSci,Champions Program,,Global,Online,05/12/2023,5/12/2023,,2023,Regular Talk,5,Speaker,,
142,rOpenSci Mentoring & training program for Scientific Open Source Champions - mentors 3,rOpenSci,Champions Program,,Global,Online,04/12/2023,4/12/2023,,2023,Regular Talk,4,Speaker,,
43,rOpenSci. Ciencia abierta con R,,R Day Colombia,,Colombia,Hybrid,23/11/2023,23/11/2023,,2023,Keynote,150,Speaker,https://yabellini.netlify.app/talk/2023_rday_colombia/,
,rOpenSci. Ciencia Abierta Reproducible por y para todes,R-Ladies,4to encuentro anual de R Ladies México,Mexico,Latin America,Online,23/09/2023,23/9/2023,,2023,Invited Talk,70,Speaker,https://yabellini.netlify.app/talk/2023_r-ladiesmexico/,
,rOpenSci. Reproducible Open Science for (and by) All,University of Toronto,Toronto Workshop on Reproducibility / Hybrid (Global),Toronto,Global,Hybrid,23/02/2023,23/2/2023,,2023,Invited Talk,200,Speaker,,
3434,Social Coworking and Office Hours - Champions Program Application Clinic,rOpenSci,Champions Program,,Global,Online,17/08/2023,17/8/2023,,2023,Coworking,5,Organizer,https://ropensci.org/events/coworking-2023-08-17/,
2424,Social Coworking and Office Hours - Champions Program Application Clinic,rOpenSci,Champions Program,,Global,Online,23/08/2023,23/8/2023,,2023,Coworking,8,Organizer,https://ropensci.org/events/coworking-2023-08-23/,
2323,Spring Cleaning for R packages and Scripts,rOpenSci,,,Global,Online,03/05/2023,3/5/2023,,2023,Coworking,10,Organizer,https://ropensci.org/events/coworking-2023-05/,
3333,Tell me who you hang out with and I’ll tell you who you are: a collaborative analysis using social network analysis.,"CSV,Conf","CSV,Conf,v7",Buenos Aires,Argentina,In person,20/04/2023,20/4/2023,,2023,Regular Talk,200,Speaker,https://yabellini.netlify.app/talk/2023_csv_conf/,
1234,Carpentries Conversation with the Executive Council,The Carpentries,The Carpentries Community Discussion Session,,Global,Online,2023-06-14,14/6/2023,,2023,Talk,,Speaker,"https://pad.carpentries.org/community-discussions,%20https://carpentries.zoom.us/my/carpentriesroom2",
3908,LatinR 2024 <- Conferencia Latinoamericana sobre Uso de R en Investigación + Desarrollo,LatinR,LatinR 2024,,Latin America,Online,18-22/11/2024,18/11/2024,22/11/2024,2024,Conference,800,Chair,https://2024.latinr.org,
575,A comunidade R fala português,rOpenSci,,,Latin America,Online,6/11/2024,6/11/2024,,2024,Community Call,20,Organizer,https://ropensci.org/commcalls/translation-portuguese/,
,Amplificando voces: minorías en la frontera de la IA en la comunidad R,,VIII International Seminar on Statistics with R.,,Brasil,Hybrid,04/06/2024,4/6/2024,,2024,Invited Talk,300,Speaker,https://yabellini.netlify.app/talk/2024_ser_brasil/,
44,"Beautiful code, because we’re worth it!",rOpenSci,Champions Program,,Global,Online,15/02/2024,15/2/2024,,2024,Course,15,Teacher Assistant,https://ropensci.org/events/2024-02-15-stylish-code/,
,Champions Program Kickoff Meeting - 1,rOpenSci,Champions Program,,Global,Online,29-01-2024,29/1/2024,,2024,Course,15,Teacher,,
,Champions Program Kickoff Meeting - 2,rOpenSci,Champions Program,,Global,Online,30-01-2024,30/1/2024,,2024,Course,5,Teacher,,
,Ciencia de Datos en el Agro,,,,Argentina,Online,3/10-17/10,3/10/2024,17/10/2024,2024,Course,23,Teacher,,
45,"Concurso ""Contar con Datos""",,,Buenos Aires,Argentina,Hybrid,24/11/2024,24/11/2024,,2024,Contest,40,Jury,https://udesa.edu.ar/contarcondatos,
,Crossing the Language Barrier,,,,Global,Online,12/03/2024,12/3/2024,,2024,Podcast,200,Speaker,https://yabellini.netlify.app/talk/2024_code_4_thought_podcast/,
,"CSV,Conf,v8","CSV,Conf","CSV,Conf,v8",,Global,In person,28/05/2024,28/5/2024,,2024,Conference,300,Organizer,,
3061,Educación abierta: materiales online al alcance de la mano,,,Rosario,Argentina,Online,11/12/2024,11/12/2024,,2024,Lightning talk,200,Speaker,https://yabellini.netlify.app/talk/2024_austral_educacion/,
,Fostering Diversity and Sustainability in the Open Source Scientific Software Community. The rOpenSci Champions Program,,,,Global,Online,10/02/2024,10/2/2024,,2024,Regular Talk,50,Speaker,https://yabellini.netlify.app/talk/2024_devroom/,
,Gestión de Datos Masivos en el Agro,,,,Argentina,Online,3/10/2024,3/10/2024,,2024,Course,17,Teacher,,
,Hermosas presentaciones con Quarto,,,Santa Rosa,Argentina,Online,16/03/2024,16/3/2024,,2024,Course,16,Teacher,https://yabellini.netlify.app/talk/2024_quarto_rladiessr/,
,How rOpenSci performs peer-review,rOpenSci,Champions Program,,Global,Online,15/04/2024,15/4/2024,,2024,Course,20,Organizer,,
,How to contribute to open projects and communities,rOpenSci,Champions Program,,Global,Online,03-04-2024,3/4/2024,,2024,Course,10,Teacher,,
,Introduccion a AgTech,,,,Argentina,Online,11/07-25/07,11/7/2024,25/7/2024,2024,Course,30,Teacher,,
3060,Last Cohort Meeting - rOpenSci Champions Program,rOpenSci,Champions Program,,Global,Online,13/12/2024,13/12/2024,,2024,Coworking,15,Organizer,,
,Making a PACT for engaging virtual meetings and events,rOpenSci,Champions Program,,Global,Online,14/08/2024,14/8/2024,,2024,Course,20,Organizer,,
12,Mentorship Training and Orientation,rOpenSci,Champions Program,,Global,Online,14-02-2024,14/2/2024,,2024,Course,20,Teacher,https://ropensci.org/events/2024-02-15-mentor-orientation/,
576,Navigating the R ecosystem using R-universe,rOpenSci,Champions Program,,Global,Online,24/09/2024,24/9/2024,,2024,Community Call,60,Organizer,https://ropensci.org/commcalls/nov2024-r-universe/,
46,Nerdearla Argentina,,Nerdearla Argentina Conferencia,,Global,Hybrid,30/09/2024,30/9/2024,,2024,Conference,1000,Organizer,https://nerdear.la/,
146,Nerdearla Mexico,,Nerdearla Mexico Conferencia,,Global,Hybrid,30/09/2024,30/9/2024,,2024,Conference,1000,Organizer,https://nerdear.la/en/,
47,Package Development - Not Rocket Science,rOpenSci,Champions Program,,Global,Online,10/03/2024,10/3/2024,,2024,Course,12,Teacher Assistant,https://ropensci.org/events/2024-04-01-pkg-dev-not-rocket-science-champions/,
48,Package Development - The Mechanics Session 1,rOpenSci,Champions Program,,Global,Online,22/02/2024,22/2/2024,,2024,Course,12,Teacher Assistant,https://ropensci.org/events/2024-03-01-pkg-dev-mechanics-champions/,
148,Package Development - The Mechanics Session 2,rOpenSci,Champions Program,,Global,Online,29/02/2024,29/2/2024,,2024,Course,15,Teacher Assistant,https://ropensci.org/events/2024-03-01-pkg-dev-mechanics-champions/,
248,Package Development - The Mechanics Session 3,rOpenSci,Champions Program,,Global,Online,07/03/2024,7/3/2024,,2024,Course,10,Teacher Assistant,https://ropensci.org/events/2024-03-01-pkg-dev-mechanics-champions/,
,R-Ladies Global & Other #RStats Communities,R-Ladies,,,Global,Online,14/09/2024,14/9/2024,,2024,Invited Talk,50,Speaker,https://yabellini.netlify.app/talk/2024_r-ladies-ghana/,
320,Reproducible Open Science by and for All,CZI,Open Science Meeting,Boston,USA,In person,14/06/2024,14/6/2024,,2024,Invited Talk,300,Speaker,https://yabellini.netlify.app/talk/2024_czi_boston/,Esta conferencia fue de mas dias.
3062,Research Software Camp: From spreadsheets to R,Software Sustainability Institute ,,,Global,Online,27/11/2024,27/11/2024,,2024,Course,30,Teacher,https://www.eventbrite.co.uk/e/research-software-camp-from-spreadsheets-to-r-tickets-1056738235509,
49,rOpenSci and the Peer-Review of Research Software,,,,Japon,Online,11/12/2024,11/12/2024,,2024,Invited Talk,11,Speaker,https://yabellini.netlify.app/talk/2024_biopackhaton/,
577,Screen Reader Accessible Tools and Resources for Learning and Working with R,rOpenSci,,,Global,Online,10/09/2024,10/9/2024,,2024,Community Call,70,Organizer,https://ropensci.org/events/rsr-learn-and-use/,
12,The stories behind your community numbers,The Carpentries,CarpentryConnect,Heilderberg,Alemania,Hybrid,14/12/2024,14/12/2024,,2024,Keynote,200,Speaker,https://yabellini.netlify.app/talk/2024_carpentryconbiont/,
3909,Tradução + Hackathon = Traslaton rOpenSci,LatinR. rOpenSci,Champions Program,,Latin America,Online,18/11/2024,18/11/2024,,2024,Hackathon,27,Organizer,https://www.eventbrite.cl/e/traducao-hackathon-traslaton-ropensci-tickets-1045507530167,
12,Training - Developing Software Together,rOpenSci,Champions Program,,Global,Online,23/07/2024,23/7/2024,,2024,Course,50,Teacher,,
12,Unlocking Insights from LatinR. Collaboration and Innovation in Data Science,RConsortium,RConsortium Webinars,,Global,Online,22/10/2024,22/10/2024,,2024,Invited Talk,200,Speaker,https://yabellini.netlify.app/talk/2024_rconsortium_latinr/,
3910,Usando Quarto Live para tutoriales interactivos,LatinR,LatinR 2024,,Global,Online,22/11/2024,22/11/2024,,2024,Regular Talk,800,Speaker,https://yabellini.netlify.app/talk/2024_latinr_quartolive/,
50,Using GitHub Copilot (and other LLM) with R,R-Ladies,R-Ladies Rome,Rome,Global,Online,10/12/2024,10/12/2024,,2024,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2024_r-ladiesrome/,
12,Yani Bellini Saibene on better scientific coding communities,Sustain Podcast,,,Global,Online,12/04/2024,12/4/2024,,2024,Podcast,2000,Speaker,https://yabellini.netlify.app/talk/2024_sustain_podcast/,
4001,"¡Código hermoso, porque lo valemos!",rOpenSci,Champions Program Event,,Latin America,Online,02/09/2025,2/9/2025,,2025,Course,20,Organizer,https://codigo-hermoso.netlify.app/#/,
2035,¡Mi3rda git! Manejo de errores en Git y no morir en el intento,"rOpenSci, R-Ladies Santa Rosa y RenBaires",,,Argentina,Online,24/10/2025,24/10/2025,,2025,Course,15,Organizer,https://www.meetup.com/rladies-santa-rosa/events/308395195/,
2028,"¡Miércoles, Git! Manejo de errores en Git y no morir en el intento",LatinR,LatinR 2025,,Latin America,Online,02/12/2025,2/12/2025,,2025,Course,9,Organizer,https://www.eventbrite.cl/e/miercoles-git-manejo-de-errores-en-git-y-no-morir-en-el-intento-tickets-1937068908249?aff=oddtdtcreator,
2029,¿Qué historia vas a contar hoy? Herramientas para una comunicación eficaz.,LatinR,LatinR 2025,,Latin America,Online,02/12/2025,2/12/2025,,2025,Course,7,Organizer,https://www.eventbrite.cl/e/que-historia-vas-a-contar-hoy-herramientas-para-una-comunicacion-eficaz-tickets-1891497192019?aff=oddtdtcreator,
3001,LatinR 2025 <- Conferencia Latinoamericana sobre Uso de R en Investigación + Desarrollo,LatinR,LatinR 2025,,Latin America,Online,1-5/12/2025,1/12/2025,5/12/2025,2025,Conference,600,Chair,https://latinr.org,
3003,Accessibility in Action: Practical Strategies I Use in Teaching,The Carpentries,Midwest US Carpentries Community,,USA,Online,1/10/2025,1/10/2025,,2025,Invited Talk,4,Speaker,https://yabellini.netlify.app/talk/2025_thecarpentries_midwest/,
2004,Advancing Research with openScience and Collaborative Communitties,Brandon University,,,Regional,Online,31/01/2025,31/1/2025,,2025,Invited Talk,35,Speaker,https://yabellini.netlify.app/talk/2025_brandon_university/,
2030,Análisis cualitativo para grandes volúmenes de texto con LLMs,LatinR,LatinR 2025,,Latin America,Online,02/12/2025,2/12/2025,,2025,Course,30,Organizer,https://www.eventbrite.com.ar/e/analisis-cualitativo-para-grandes-volumenes-de-texto-con-llms-tickets-1962623150676?aff=oddtdtcreator,
2031,Análisis y visualización de datos funcionales en R,LatinR,LatinR 2025,,Latin America,Online,02/12/2025,2/12/2025,,2025,Course,7,Organizer,https://www.eventbrite.com.ar/e/1962639693155?aff=oddtdtcreator,
2032,Automatización de workflows en R y Python con targets y snakemake,LatinR,LatinR 2025,,Latin America,Online,02/12/2025,2/12/2025,,2025,Course,15,Organizer,https://www.eventbrite.cl/e/automatizacion-de-workflows-en-r-y-python-con-targets-y-snakemake-tickets-1936131664929?aff=oddtdtcreator,
2040,Big Team Collaboration on Data Management and Analysis with rOpenSci,,Big Team Science Conference,,Global,Online,06/10/2025,6/10/2025,,2025,Regular Talk,17,Speaker,https://ropensci.org/events/btsconf-2025/,
2042,Campeon(es|as) de rOpenSci: Creación de comunidades de líderes del código abierto,LatinR,LatinR 2025,,Latin America,Online,03/02/2025,3/2/2025,,2025,Regular Talk,500,Speaker,https://yabellini.netlify.app/talk/2025_latinr-champions/,
2006,Clinica de Aplicación para el Programa de Campeon(e|a)s de rOpenSci,rOpenSci,Champions Program Event,,Global,Online,15/04/2025,15/4/2025,,2025,Coworking,30,Organizer,https://ropensci.org/events/clinica-champions-2025-04/,
2033,Coding with AI in RStudio,LatinR,LatinR 2025,,Latin America,Online,02/12/2025,2/12/2025,,2025,Course,28,Organizer,https://www.eventbrite.com.ar/e/1962817615325?aff=oddtdtcreator,
2020,Cómo contribuir a proyectos y comunidades abiertas,rOpenSci,Champions Program Event,,Latin America,Online,29/10/2025,29/10/2025,,2025,Course,10,Teacher,https://yabellini.github.io/osscontribuir/#/title-slide,
3000,Connecting with the Larger Open Science Community,ORCA,ORCA CAP CoP Hub,,USA,Online,13/11/2025,13/11/2025,,2025,Invited Talk,,Speaker,https://www.notion.so/Connecting-with-the-Larger-Open-Science-Community-25530b623ec8804ab5a3c1710b92c24e,
2021,Crea tus propios inputs y outputs en Shiny,LatinR,LatinR,,Latin America,Online,01/12/2025,1/12/2025,,2025,Course,6,Organizer,https://www.eventbrite.cl/e/crea-tus-propios-inputs-y-outputs-en-shiny-tickets-1955947434429?aff=oddtdtcreator,
2007,Desarrollando paquetes de R con la ayuda de rOpenSci,rOpenSci,"rOpenSci. R-Ladies Resistencia, Corrientes y Santa Rosa",,Regional,Online,23/04/2025,23/4/2025,,2025,Invited Talk,15,Speaker,https://yabellini.netlify.app/talk/2025_r-ladies_ropensci/,
2037,Desarrollo de Software en Comunidad - Encuentro 1,rOpenSci,Champions Program Event,,Latin America,Online,20/08/2025,20/8/2025,,2025,Course,20,Teacher,https://paocorrales.github.io/git-desarrollo-software/,
2036,Desarrollo de Software en Comunidad - Encuentro 2,rOpenSci,Champions Program Event,,Latin America,Online,27/08/2025,27/8/2025,,2025,Course,20,Teacher,https://paocorrales.github.io/git-desarrollo-software/,
2014,Desde hojas de calculo a R - Encuentro 1,INTA. R-Ladies,R-Ladies Santa Rosa e INTA,Anguil,Argentina,In person,18/06/2025,18/6/2025,,2025,Course,7,Teacher,https://www.meetup.com/rladies-santa-rosa/events/308228742/,
2015,Desde hojas de calculo a R - Encuentro 2,INTA. R-Ladies,R-Ladies Santa Rosa e INTA,Anguil,Argentina,In person,25/06/2025,25/6/2025,,2025,Course,7,Teacher,https://www.meetup.com/rladies-santa-rosa/events/308229006/,
2018,El rol del software de investigación a lo largo del ciclo de vida investigativo,"Alianza RDA, ReSA y LA Referencia",Serie de seminarios web sobre RSE,,Latin America,Online,20/08/2025,20/8/2025,,2025,Panel,258,Speaker,https://yabellini.netlify.app/talk/2025_resa_ropensci/,
2046,Estrategias de divulgación para proyectos de software e infraestructuras abiertas,LatinR,LatinR 2025,,Latin America,Online,03/02/2025,3/2/2025,,2025,Regular Talk,500,Speaker,https://ropensci.org/events/latinr-2025/,
2022,Forecasting with regression models,LatinR,LatinR 2025,,Latin America,Online,01/12/2025,1/12/2025,,2025,Course,19,Organizer,https://www.eventbrite.cl/e/forecasting-with-regression-models-tickets-1955640717029?aff=oddtdtcreator,
2003,From Novice to Contributor: Making and Supporting First-Time Contributions to FOSS,rOpenSci,,,Global,Online,20/01/2025,20/1/2025,,2025,Community Call,60,Organizer,https://ropensci.org/commcalls/first-time-contributor/,
