Id,Nombre,Institucion,Evento,Ciudad,Lugar,Formato,Fecha,Fecha.inicio,Fecha.fin,anio,Tipo,Cantidad,Rol,Links,observation
6000,{agromet}: un paquete en R para el análisis de datos meteorológicos,SADIO,,,Latin America,Online,2021,,,2021,Regular Talk,200,Speaker,,
,13vo Congreso Argentino de AgroInformática.,SADIO,,,Latin America,Online,octubre de 2021,,,2021,Conference,1000,Chair,,
6010,50 Jornadas Argentinas de Informática.,INTA-SADIO.,,,Latin America,Online,,,,2021,Conference,1000,Chair,,
5510,Additive Bayesian Networks Modeling,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,100,Organizer,https://youtu.be/dkPFdtDuLn4?si=X-2gcIsLsodlGmwD,
6001,Agricultura inteligente.,NASA Harverst. Bolsa de Cereales de Buenos Aires.,,,Latin America,Online,2021,,,2021,Invited Talk,400,Speaker,,
9,Aplicaciones agropecuarias de la Ciencia de datos,Universidad Nacional de Entre Rios,Segundas Jornadas Regionales de Cienca de Datos,,Argentina,Online,29/09/2021,29/9/2021,,2021,Invited Talk,37,Speaker,,
101,Aplicaciones de Ciencia de Datos en el sector agropecuario.,,X Seminario Internacional de Estadística Aplicada.,,Ecuador,Online,2021-05-14,14/5/2021,,2021,Keynote,200,Speaker,https://yabellini.netlify.app/talk/2021_keynote_siea_ecuador/,
5501,Aprendé a hacer ejercicios interactivos de R con learnr.,,RenBaires,,Argentina,Online,08/05/2021,8/5/2021,,2021,Course,51,Teacher,https://www.meetup.com/es/renbaires/events/277921094/,
,Aprendiendo {learnr} - Tutoriales interactivos,,,,Latin America,Online,2021-01-21,21/1/2021,,2021,Talk,,Speaker,https://learning-learnr.netlify.app/,
5525,Bayesian modeling in R with {rstanarm},R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,30,Organizer,https://youtu.be/8kNpgcxDu6w?si=XbuYmX4w2If6-N09,
10,Ciencia de Datos aplicada al Agro.,,Seminario virtual de Estadística- Big Data y Data Science.,,Colombia,Online,13/12/2021,13/12/2021,,2021,Keynote,100,Speaker,https://yabellini.netlify.app/talk/2021_cdagro_se/,
310,Ciencia de datos aplicada al sector agropecuario,WIDS,,La Paz,Bolivia,Online,2021-05-01,1/5/2021,,2021,Talk,,Speaker,https://yabellini.netlify.app/talk/2021_wisd_lapaz/,
210,Ciencia de Datos aplicada al sector agropecuario. ,UdeSA,Maestría en Ciencia de Datos. Seminario de aplicación al ámbito público.,,Argentina,Online,17/04/2021,17/4/2021,,2021,Invited Talk,37,Speaker,https://yabellini.netlify.app/talk/2021_seminarioaplicacionespublicas/,
110,Ciencia de datos en el sector agropecuario y desde el sector público.,,Cadena de Datos.,,Argentina,Online,02/02/2021,2/2/2021,,2021,Podcast,2000,Speaker,https://youtu.be/5usE2w2v33E,
5505,Ciencia de Datos para Turismo con R - Centro,Ministerio de Turismo,,,Argentina,Online,Noviembre,,,2021,Course,37,Teacher,https://yabellini.netlify.app/courses/cd_turismo_2021/,
5504,Ciencia de Datos para Turismo con R - Norte,Ministerio de Turismo,,,Argentina,Online,Diciembre,,,2021,Course,35,Teacher,https://yabellini.netlify.app/courses/cd_turismo_2021/,
5506,Ciencia de Datos para Turismo con R - Patagonia,Ministerio de Turismo,,,Argentina,Online,Octubre,,,2021,Course,28,Teacher,https://yabellini.netlify.app/courses/cd_turismo_2021/,
6002,Clustering para determinar Sistemas Productivos Preponderantes,INTA,,,Argentina,Online,2021,,,2021,Invited Talk,32,Speaker,,
11,Como enseñar a programar on-line,Women in Bioinformatics and Data Science.,,,Argentina,Online,22/03/2021,22/3/2021,,2021,Course,20,Teacher,https://yabellini.netlify.app/courses/teach_programming/,
12,Como enseñar a programar on-line,INTA/MetaDocencia,,,Argentina,Online,24/04/2021,24/4/2021,,2021,Course,20,Teacher,https://yabellini.netlify.app/courses/teach_programming/,
,Como enseñar a programar.,MetaDocencia,,,Argentina,Online,2021,,,2021,Course,17,Teacher,,
,Comunidades de práctica - Mujeres que inspiran,,,,Latin America,Online,12/2/2021,12/2/2021,,2021,Talk,,Speaker,https://twitter.com/CientificasEC,
5514,Contributing to R,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,50,Organizer,https://youtu.be/CZmldTOdlRM?si=rHJSzosNRdtx1I-C,
5520,Data Pipelines at scale with R and Kubernetes,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,40,Organizer,https://youtu.be/q6h3hVs4OpI?si=uLwKhK_XTtbYiTxg,
5509,Data visualization using ggplot2 and its extensions,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,92,Organizer,https://youtu.be/3_ZqrTsaO4k?si=OWjpDntxTJC_1yHL,
5521,Datos espaciales a lo tidy,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,40,Organizer,https://youtu.be/SEW4yyxsp2M?si=g-Q5yXEAqy4QQDC9,
,Datos Masivos en el sector Agropecuario,Universidad de la Empresa ,,,Uruguay,Online,junio 2021,,,2021,Course,15,Teacher,,
5508,Datos Masivos en Politicas Publicas,UNAB,,,Argentina,Online,,,,2021,Course,25,Teacher,https://yabellini.netlify.app/courses/datosmasivos/,
,Enseñando a enseñar tecnología sin perder a nadie en el camino.,SADIO,50 JAIIO - Jornadas Argentinas de Informática e Investigación Operativa,,Latin America,Online,25/10/2021,25/10/2021,,2021,Keynote,120,Speaker,,
5523,Entry level R maps from African data,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,69,Organizer,https://user2021.r-project.org/program/tutorials/,
1234,Episodio 27 del podcast AgroVision.,Field View,,,Latin America,Online,2021-06-04,4/6/2021,,2021,Video/Podcast,,Speaker,https://open.spotify.com/episode/7cDJJo6OcAhswDyjE0noYe?si=gS-6jmW2TSGw2tjqcVIW7g,
13,"Facilitating discussions around Diversity, Equity and Inclusion.",,Center for Scientific Collaboration and Community Engagement- USA.,,Global,Online,27/04/2021,27/4/2021,,2021,Panel,170,Speaker,https://www.cscce.org/event/dei-sig-facilitating-discussions-around-dei/,
5502,From spreadsheets to R,Software Susteanability Institute,RS Camp: Beyond the Spreadsheet,,UK,Online,09/11/2021,9/11/2021,,2021,Course,30,Teacher,,
14,Geotecnologías al servicio del agro e imágenes satelitales,Kilimo,Academia de Riego.,,Latin America,Online,11/02/2021,11/2/2021,,2021,Invited Talk,200,Speaker,https://yabellini.netlify.app/talk/2021_kilimo/,
102,Geotecnologías en la era del Big Data,Universidad Austral,Diplomatura en Data Analytics para el Agro,,Latin America,Online,16/06/2021,16/6/2021,,2021,Invited Talk,56,Speaker,https://yabellini.netlify.app/talk/2021_uaustral_remotesensingds/,
5507,Gestión de Datos,UNAB,Licenciatura en Ciencia de Datos,,Argentina,Online,Marzo-Julio,,,2021,Course,30,Teacher,https://yabellini.netlify.app/courses/gestiondatos/,
5515,GET better at testing your R package!,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,51,Organizer,https://youtu.be/tzQGg1kAzGs?si=WhiGGMnaj9JsoGNa,
5518,Getting started with torch,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,58,Organizer,https://user2021.r-project.org/program/tutorials/,
5512,"Graphing multivariate categorical data: The how, what and why of mosaic plots and alluvial diagrams",R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,24,Organizer,https://user2021.r-project.org/program/tutorials/,
5524,"How to build a package with ""Rmd First"" method",R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,30,Organizer,https://user2021.r-project.org/program/tutorials/,
,Instructor trainer (how to teach computing skill to scientists),,The Carpentries.,,Global,Online,2021,,,2021,Course,26,Teacher,,
,Intro al ABC para enseñar (y hacer otras cosas) online.,INTA/MetaDocencia,,,Argentina,Online,2021,,,2021,Course,22,Teacher,,
,Introducción a la programación con R,Fundación Libertad,,Rosario,Latin America,Online,Marzo-Abril 2021,,,2021,Course,21,Teacher,,
5500,Introducción al ABC para enseñar (y hacer otras cosas) Online,INTA/MetaDocencia,,,Argentina,Online,31/03/2021,31/3/2021,,2021,Course,20,Teacher,https://yabellini.netlify.app/courses/intro-abc-online/,
,Introducción al ABC para enseñar (y hacer otras cosas) Online,SADIO,,,Argentina,Online,octubre 2021,,,2021,Course,16,Teacher,https://yabellini.netlify.app/courses/intro-abc-online/,
,Introducción al ABC para enseñar (y hacer otras cosas) Online.,INTA/MetaDocencia,,,Argentina,Online,2021,,,2021,Course,18,Teacher,,
15,Introducción al ABC para enseñar (y hacer otras cosas) Online.,MetaDocencia,,,Global,Online,20/03/2021,20/3/2021,,2021,Course,25,Teacher,https://yabellini.netlify.app/courses/intro-abc-online/,
,Introducción al ABC para enseñar Online,MetaDocencia,,,Global,Online,2021,,,2021,Course,15,Teacher,,
,Introducción al ABC para enseñar Online,INTA/MetaDocencia,,,Argentina,Online,2021,,,2021,Course,13,Teacher,,
16,Introducción al ABC para enseñar Online,MetaDocencia,,,Global,Online,26/02/2021,26/2/2021,,2021,Course,21,Teacher,https://yabellini.netlify.app/courses/intro-abc-online/,
5522,Introduction to Responsible Machine Learning,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,150,Organizer,https://youtu.be/VaWmTDF3nQc?si=4DQlk1Bf5XIxN1x-,
5526,Introduction to TileDB for R,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,152,Organizer,https://youtu.be/Fha7Iq8j5eM?si=cIRQYh4fMcjKehpO,
,La ciencia de datos al servicio del sector agropecuario,,,,Latin America,Online,10/3/2021,10/3/2021,,2021,Talk,,Speaker,https://www.austral.edu.ar/cienciasempresariales/conocimiento-e-impacto/austral-en-linea/webinars-2021/,
1234,LatinR 2021 <- Conferencia Latinoamericana sobre Uso de R en Investigación + Desarrollo,LatinR,LatinR 2021,,Latin America,Online,8/11/2021,8/11/2021,,2021,Conference,1000,Chair,https://2021.latinr.org,
,Los datos en el Agro,FieldView,AgroEvolución,,Latin America,Online,2021,,,2021,Podcast,3000,Speaker,,
,Los Datos en el Agro. Master Class.,FieldView,FieldView,,Latin America,Online,2021,,,2021,Invited Talk,200,Speaker,,
,MetaDocencia: Teaching How to Teach Technology together.,,XI Congreso Argentino de Bioinformática y Biología Computacional 2021,,Argentina,Online,11/11/2021,11/11/2021,,2021,Regular Talk,100,Speaker,,
,Missing narratives in discussions around diversity and inclusion in research software engineering. Panel discusión.,,SeptembRSE. Conference- on Research Software Engineering,,USA,Online,28/09/2021,28/9/2021,,2021,Panel,80,Speaker,,
17,"On programming, teaching, and building interactive tutorials with learnr",,RStudioConf.,,Global,Online,21/1/2021,21/1/2021,,2021,Regular Talk,15000,Speaker,https://www.rstudio.com/resources/rstudioglobal-2021/on-programming-teaching-and-building-interactive-tutorials-with-learnr/,
,Panel Building RSE Communities Worldwide. RSE in Latin America and Argentina.,,Research Software Engineers in HPC (RSE-HPC-2021),,USA,Online,15/11/2021,15/11/2021,,2021,Panel,80,Speaker,,
,Panel discussion: Do we have the right tools for research?,,Research Software Camp: Beyond the Spreadsheet- organised by the Software Sustainability Institute.,,UK,Online,5/11/2021,5/11/2021,,2021,Panel,40,Speaker,,
,Panel R-Ladies. Building- Growing- and Sustaining a Community.,,Women in Statistics and Data Science conference,,USA,Online,07/10/2021,7/10/2021,,2021,Panel,70,Speaker,,
5528,Penguins in a Box: Interactive Data Science Tutorial with Penguins,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,92,Organizer,https://youtu.be/Xp-iufqRuV0?si=IjwvhpKDBwskLtp2,
5519,Pingüinos en caja : tutorial interactivo de ciencia de datos con pingüinos,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,32,Organizer,https://youtu.be/FrwcnefP4AA?si=LWKI3He2GXTglUhr,
18,Presentación REC 028- Red de Modelado de Agroecosistemas.,,INTA,,Argentina,Online,29/04/2021,29/4/2021,,2021,Invited Talk,35,Speaker,,
5527,Production-grade Shiny Apps with {golem},R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,30,Organizer,https://user2021.r-project.org/program/tutorials/,
5529,"Professional, Polished, Presentable: Making Great Slides with xaringan",R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,60,Organizer,https://youtu.be/RPFh3y9UAX4?si=qevWF1JlVsloRNbN,
5511,Quick high quality maps with R,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,40,Organizer,https://user2021.r-project.org/program/tutorials/,
3250,R-Ladies+ Invita a useR!,R-Ladies,Reunión internacional en conjunto con R-Ladies.,,Global,Online,28/04/2021,28/4/2021,,2021,Panel,70,Organizer,https://www.meetup.com/es/rladies-santa-rosa/events/277740852/,
,Sororidad- comunidades y el empoderamiento de las Mujeres en la Ciencia,,,,Ecuador,Online,2021,,,2021,Panel,80,Speaker,,
5513,Spatial Statistics for huge datasets and best practices,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,50,Organizer,https://youtu.be/gQEM-cpLrmg?si=mvWq4NzRN5xMBwTd,
5517,Structure your app: introduction to Shiny modules,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,27,Organizer,https://youtu.be/oOYaHsPXLvs?si=Ngs0_vmTGj-0S1RL,
5516,Systematic data validation with the validate package,R Foundation,useR! 2021 Global,,Global,Online,7/7/2021,7/7/2021,,2021,Course,30,Organizer,https://youtu.be/hb785sQt8tg?si=K2ZF8Z3nBtIf9m-p,
,Tecnologías de TI para el Agro.,,UPRA,,Colombia,Online,2021,,,2021,Panel,100,Speaker,,
3222,Tracking Impact and Measuring Success in Data Education Events.,,"CSV,Conf,v6",,Global,Online,05/05/2021,5/5/2021,,2021,Panel,85,Organizer,https://csvconf.com/,
5530,Translating R to Your Language,R Foundation,useR! 2021 Global,,Global,Online,6/7/2021,6/7/2021,,2021,Course,30,Organizer,https://youtu.be/S3Qhqf9u6ao?si=vE1AeC7bJgecqYX2,
333,Un conjunto de paquetes para generar tutoriales interactivos para enseñar R,LatinR,LatinR,,Latin America,Online,12/11/2021,12/11/2021,,2021,Regular Talk,1000,Speaker,,
19,useR! 2021. The R Global Conference.,ETH. RFoundation,useR! 2021,,Global,Online,5 al 9 de Julio de 2021,5/7/2021,9/7/2021,2021,Conference,2000,Chair,https://user2021.r-project.org/,
234,Usos de la ciencia de datos en el sector agropecuario,WIDS,Women in Data Science La Paz 2021,,Bolivia,Online,2021,,,2021,Invited Talk,54,Speaker,,
,Visualización,Fundación Libertad,,Rosario,Latin America,Online,Octubre-Noviembre 2021,,,2021,Course,21,Teacher,,
,Visualización,UNAB,,,Argentina,Online,,,,2021,Course,25,Teacher,,
,Visualization,UNAB,,,Argentina,Online,Agosto-Diciembre,,,2021,Course,30,Teacher,,
,Webinar: “La Ciencia de Datos al servicio del sector agropecuario“.,Universidad Autral.,,,Latin America,Online,18/03/2021,18/3/2021,,2021,Invited Talk,80,Speaker,,
5503,What they forgot to teach you about teaching R..,RStudioConf 2021,,,Global,Online,25 y 26 de Enero 2021,25/1/2021,26/1/2021,2021,Course,60,Teacher Assistant,,
20,10 reglas para organizar un Club de Lectura (on-line) exitoso,LatinR,LatinR 2022,,Latin America,Online,14/10/2022,14/10/2022,,2022,Lightning talk,900,Speaker,https://yabellini.netlify.app/talk/latinr_2022_book_club/,
,14vo Congreso Argentino de AgroInformática.,INTA-SADIO.,14vo Congreso Argentino de AgroInformática.,,Latin America,Online,,,,2022,Conference,250,Organizer,,
70703,LatinR 2022 <- Conferencia Latinoamericana de R en Investigación y Desarrollo,LatinR,LatinR 2022,,Latin America,Online,10 al 14 de octubre de 2022,10/10/2022,14/10/2022,2022,Conference,900,Chair,https://2022.latinr.org,
,Agricultura inteligente,Universidad Austral de Rosario,Diplomatura en AgroAnalytics,Rosario,Latin America,Online,15/10/2022,15/10/2022,,2022,Course,40,Teacher,,
,Appsilon Shiny Conference,AppSilon,Appsilon Shiny Conference,,Global,Online,27-29 April 2022,27/4/2022,29/4/2022,2022,Conference,350,Organizer,,
1234,"Bueno, bonito y barato: reportes reproducibles con Rmarkdown",R-Ladies,Meetup R-Ladies Mendoza,,Argentina,Online,2022-05-28,28/5/2022,,2022,Talk,12,Speaker,https://www.meetup.com/es-es/rladies-mendoza/events/286132899/?eventOrigin=group_events_list,
2222,Bug Barbecue,R Foundation,useR! 2022 Global,,Global,Online,24/06/2022,24/6/2022,,2022,Hackathon,50,Organizer,https://contributor.r-project.org/events/bug-bbq,
21,Building inclusive communities. The Latin American Experience.,AsiaR,,,Asia,Online,19/02/2022,19/2/2022,,2022,Panel,30,Speaker,https://yabellini.netlify.app/talk/asiar_2022/,
7003,Causal machine learning with DoubleML,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,50,Organizer,https://user2022.r-project.org/program/tutorials/#causal-machine-learning-with-doubleml,
22,Champions Program application clinic,rOpenSci,,,Global,Online,01/11/2022,1/11/2022,,2022,Lightning talk,20,Speaker,,
2020,"Club de Lectura ""Enseñando Tecnología en Comunidad"". Arquitectura cognitiva. Aprendizaje Individual",MetaDocencia,,,Latin America,Online,29/03/2022,29/3/2022,,2022,Book Club,30,Organizer,,
2030,"Club de Lectura ""Enseñando Tecnología en Comunidad"". Conocimiento de la pedagogía del contenido. Enseñar como un arte performativo",MetaDocencia,,,Latin America,Online,05/04/2022,5/4/2022,,2022,Book Club,30,Organizer,,
2040,"Club de Lectura ""Enseñando Tecnología en Comunidad"". Construyendo una comunidad de práctica. Difusión y vinculación. Reuniones reuniones reuniones",MetaDocencia,,,Latin America,Online,26/04/2022,26/4/2022,,2022,Book Club,30,Organizer,,
2050,"Club de Lectura ""Enseñando Tecnología en Comunidad"". En el salón de clase. Enseñar en línea",MetaDocencia,,,Latin America,Online,19/04/2022,19/4/2022,,2022,Book Club,30,Organizer,,
2060,"Club de Lectura ""Enseñando Tecnología en Comunidad"". Las Reglas. Introducción. ¿Por qué enseño?",MetaDocencia,,,Latin America,Online,03/05/2022,3/5/2022,,2022,Book Club,30,Organizer,,
2070,"Club de Lectura ""Enseñando Tecnología en Comunidad"". Modelos mentales y evaluación formativa. Tipos de Ejercicios",MetaDocencia,,,Latin America,Online,15/03/2022,15/3/2022,,2022,Book Club,30,Organizer,,
2080,"Club de Lectura ""Enseñando Tecnología en Comunidad"". Pericia y memoria. Ejemplos de mapas conceptuales",MetaDocencia,,,Latin America,Online,22/03/2022,22/3/2022,,2022,Book Club,30,Organizer,,
2090,"Club de Lectura ""Enseñando Tecnología en Comunidad"". Un proceso para diseñar lecciones. Motivación y desmotivación",MetaDocencia,,,Latin America,Online,12/04/2022,12/4/2022,,2022,Book Club,30,Organizer,,
2100,Club de Lectura de Enseñar Tecnología en Comunidad,MetaDocencia,,,Latin America,Online,2022-05-08,8/5/2022,,2022,Talk,30,Speaker,https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/10-bookclubt3/,
,Collaborative translations,The Carpentries,CarpentryCon 2022,,Global,Online,09/08/2022,9/8/2022,,2022,Panel,32,Speaker,,
,Como Carpentries me ayudó a diseñar una lección online para 300 estudiantes | How The Carpentries helped me design an online lesson for 300 students,,CarpentryCon 2022,,Global,Online,31/07/2022,31/7/2022,,2022,Lightning talk,67,Speaker,,
7700,Cómo ganarse la vida enseñando R,LatinR,LatinR 2022,,Latin America,Online,14/10/2022,14/10/2022,,2022,Regular Talk,900,Speaker,https://yabellini.netlify.app/talk/2022_latinr_teachandgetpaid/,
,Comunidades de práctica. Desarrollando capacidades en ciencia de datos en América Latina,,Women in Data Science La Plata 2022,La Plata,Argentina,Online,10/06/2022,10/6/2022,,2022,Keynote,100,Speaker,,
,Creando y usando tutoriales interactivos con {learnr},,SER - International Seminar on Statistics with R,,Brasil,Online,25/05/2022,25/5/2022,,2022,Keynote,200,Speaker,,
7005,Creating and deploying a statistical blog with the blogdown package,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,15,Organizer,https://user2022.r-project.org/program/tutorials/#creating-and-deploying-a-statistical-blog-with-the-blogdown-package,
,Creating fulfilling volunteer opportunities in open source software communities,CSCCE,CSCCE Community Call,,Global,Online,16/11/2022,16/11/2022,,2022,Panel,40,Speaker,,
,Creating interactive tutorials using {learnr} and {gradethis},The R User Group at the Harvard Data Science Initiative,,,USA,Online,19/05/2022,19/5/2022,,2022,Invited Talk,25,Speaker,,
,Data Science: aprendiendo a agregar valor a los datos,,Diplomatura en AgroAnalytics.,,Latin America,Online,20/10/2022,20/10/2022,,2022,Course,25,Teacher,,
,Datos Masivos en el sector Agropecuario,Universidad de La Empresa,Diploma en nuevas tecnologías en el agro,Montevideo,Uruguay,Online,11 y 12 de Junio de 2022,11/6/2022,12/6/2022,2022,Course,12,Teacher,,
,Datos Masivos en Politicas Publicas,UNAB,Diplomatura en Ciencia de Datos aplicadas a politicas públicas,Buenos Aires,Argentina,Online,,,,2022,Course,25,Teacher,,
123,Datos y digitalización del sector agropecuario,Amucan,,,Argentina,In person,20/02/2022,20/2/2022,,2022,Video/Podcast,1000,Speaker,https://youtu.be/JUBySmXqwc4,
23,Datos y digitalización del sector agropecuario.,DataLatam,,,Latin America,Online,20/02/2022,20/2/2022,,2022,Podcast,3000,Speaker,https://yabellini.netlify.app/talk/2022_datalatam_es/,
7000,Déployer une application Shiny: Comment faire en pratique ?,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,10,Organizer,https://user2022.r-project.org/program/tutorials/#d%C3%A9ployer-une-application-shiny-comment-faire-en-pratique,
7015,Desarrollo de aplicaciones de Shiny a nivel comercial (sponsored by Appsilon),R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,15,Organizer,https://user2022.r-project.org/program/tutorials/#desarrollo-de-aplicaciones-de-shiny-a-nivel-comercial-sponsored-by-appsilon,
24,Desde las hojas de cálculo a R,Software Sustenaibility Institute,,,Global,Online,17/05/2022,17/5/2022,,2022,Course,30,Teacher,https://www.youtube.com/watch?v=qOpXUo6epr0,
,Diplomatura en AgroAnalytics. Agricultura inteligente,,,,Argentina,Online,15/10/2022,15/10/2022,,2022,Course,65,Teacher,https://yabellini.netlify.app/talk/austral_agroanalitycs_2022/,
7001,Docker for R users,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,40,Organizer,https://user2022.r-project.org/program/tutorials/#docker-for-r-users,
1234,Enabling Inclusive Research Conferencing in the ‘Post-Pandemic Era’,The Turing Way,Fireside Chat Series,,Global,Online,2022-04-29,29/4/2022,,2022,Panel,24,Organizer,https://pad.sfconservancy.org/p/ttw-fireside-chat-apr2022,
233,From Excel to R,R-Ladies,R-Ladies Gaborone,,Botsuana,Online,13/08/2022,13/8/2022,,2022,Invited Talk,50,Speaker,,
7008,Futureverse: Parallelization in R,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,31,Organizer,https://user2022.r-project.org/program/tutorials/#futureverse-parallelization-in-r,
25,Gaps & Opportunities for Inclusive Multilingual Data Science. (Panel),The Turing Way /The Turing Institute,,,Global,Online,11/02/2022,11/2/2022,,2022,Panel,60,Speaker,https://yabellini.netlify.app/talk/ttw_firechat_2022/,
126,Generando Tutoriales interactivos usando {learnr} y {gradethis},R-Ladies,R-Ladies Santa Rosa-R-Ladies Resistencia-Corrientes y MetaDocencia,,Argentina,Online,23/04/2022,23/4/2022,,2022,Course,8,Teacher,https://yabellini.netlify.app/courses/tutorialesinteractivos_intro/,
26,Generando Tutoriales interactivos usando {learnr} y {gradethis},R-Ladies,R-Ladies Buenos Aires y MetaDocencia,,Argentina,Online,11/05/2022,11/5/2022,,2022,Course,8,Teacher,https://yabellini.netlify.app/courses/tutorialesinteractivos_intro/,
27,Geotecnologías BigData Aprendizaje automático y emergencias agropecuarias,Universidad de San Andrés,Seminario de Aplicación al Ambito público - Maestría en Ciencia de Datos - Univ. de San Andrés,,Argentina,Online,06/07/2022,6/7/2022,,2022,Invited Talk,23,Speaker,https://yabellini.netlify.app/talk/seminarioaplicacionespublicas_2022/,
,Gestión de Datos,UNAB,Licenciatura en Ciencia de Datos,,Argentina,Online,Agosto-Diciembre,,,2022,Course,30,Teacher,,
7013,How to create publication-ready tables in R,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,47,Organizer,https://user2022.r-project.org/program/tutorials/#how-to-create-publication-ready-tables-in-r,
,I’ve got a little black Notebook with my code in | Tengo una pequeña notebook negra con mi código en ella,AGU,Notebook Now!,,Global,Hybrid,03/11/2022,3/11/2022,,2022,Keynote,50,Speaker,,
,Instructor trainer (how to teach computing skill to scientists),The Carpentries,,,Latin America,Online,10-12-17-19 y 26/05/2022,10/5/2022,26/5/2022,2022,Course,18,Teacher,https://yabellini.github.io/2022-05-10-ttt-online-spanish/,
5800,Internal R packages for Open Science in Agrometeorology,,FOSDEM'22,,Global,Online,05/02/2022,5/2/2022,,2022,Regular Talk,30,Speaker,https://yabellini.netlify.app/talk/2022_fosdem/,
5802,Intro al sensoramiento Remoto utilizando R aplicado al agro,Bolsa de Cereales de Buenos Aires. Universidad de Maryland,,,Argentina,Online,12/09/2022,12/9/2022,,2022,Course,45,Teacher,https://yabellini.netlify.app/courses/agri_remote_sensing/,
,Intro to {learnr} R package,R-Ladies,,,Southafrica,Online,29/03/2022,29/3/2022,,2022,Course,27,Teacher,,
,Introducción a la programación con R,Bolsa de Cereales de Buenos Aires,,Buenos Aires,Argentina,Online,5-12-19-26/04 y 03-10/05/2022,5/4/2022,10/5/2022,2022,Course,18,Teacher,,6 clases
,Introducción al análisis de datos con lenguaje R.,Bolsa de Cereales de Bahía Blanca,,Bahia Blanca,Argentina,Online,Mayo-Junio 2022,,,2022,Course,21,Teacher,,
7011,Introduction to dimensional reduction in R,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,35,Organizer,https://user2022.r-project.org/program/tutorials/#introduction-to-dimensional-reduction-in-r,
7004,Introduction to Git and GitHub,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,20,Organizer,https://user2022.r-project.org/program/tutorials/#introduction-to-git-and-github,
7006,Introduction to responsible machine learning · Wprowadzenie do modelowania predykcyjnego · La guía del viajero al aprendizaje automático responsable · Sorumlu makine öğrenmesi (machine learning) rehberi · Cùng xây dựng Model Machine Learning,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,50,Organizer,https://user2022.r-project.org/program/tutorials/#introduction-to-responsible-machine-learning-wprowadzenie-do-modelowania-predykcyjnego-la-gu%C3%ADa-del-viajero-al-aprendizaje-autom%C3%A1tico-responsable-sorumlu-makine-%C3%B6%C4%9Frenmesi-machine-learning-rehberi-c%C3%B9ng-x%C3%A2y-d%E1%BB%B1ng-model-machine-learning,
7002,Introduction to spatial data analysis in R,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,20,Organizer,https://user2022.r-project.org/program/tutorials/#introduction-to-spatial-data-analysis-in-r,
7012,Larger-than-memory data workflows with Apache Arrow,R Foundation,useR! 2022 Global,,Global,Online,20/06/2022,20/6/2022,,2022,Course,20,Organizer,https://user2022.r-project.org/program/tutorials/#larger-than-memory-data-workflows-with-apache-arrow,
